MDTU,plaq,Re(det),Im(det),link
1,1.02714,0.55216,0.161421,0.14068
2,1.04047,0.566976,0.193132,0.162682
3,1.00484,0.528433,0.19648,0.171048
4,1.00346,0.531795,0.206664,0.18069
5,0.992678,0.516555,0.205653,0.186105
6,0.96984,0.494892,0.201435,0.185637
7,0.986759,0.507586,0.210943,0.187201
8,0.966855,0.489407,0.204919,0.187851
9,0.981972,0.506153,0.210539,0.188024
10,0.965664,0.486487,0.20652,0.188252
11,0.988222,0.506964,0.214426,0.19119
12,0.988222,0.506964,0.214426,0.19119
13,0.967781,0.495376,0.209939,0.195023
14,0.97521,0.497092,0.206983,0.192291
15,0.97521,0.497092,0.206983,0.192291
16,0.975637,0.502193,0.209342,0.194035
17,0.960717,0.486598,0.20557,0.191114
18,0.973419,0.500794,0.208943,0.190751
19,0.950052,0.478655,0.204105,0.189942
20,0.958017,0.483983,0.204371,0.190936
21,0.964786,0.493002,0.207317,0.194116
22,0.97346,0.499306,0.21223,0.191949
23,0.962561,0.492579,0.210184,0.193216
24,0.972282,0.502894,0.210683,0.191028
25,0.95475,0.483368,0.204173,0.192338
26,0.979599,0.506642,0.214486,0.191319
27,0.979599,0.506642,0.214486,0.191319
28,0.949913,0.479021,0.202296,0.189607
29,0.96162,0.488236,0.209831,0.191389
30,0.965095,0.4912,0.208142,0.192653
31,0.965095,0.4912,0.208142,0.192653
32,0.957621,0.485319,0.207875,0.193278
33,0.960762,0.489935,0.208479,0.1918
34,0.957227,0.485874,0.208175,0.19139
35,0.961546,0.491173,0.208185,0.192473
36,0.967618,0.494711,0.210875,0.190462
37,0.963899,0.49207,0.209175,0.190086
38,0.95619,0.487795,0.206358,0.19156
39,0.966033,0.489292,0.203568,0.19123
40,0.958885,0.483772,0.206598,0.1898
41,0.963762,0.493875,0.210569,0.192991
42,0.963676,0.491406,0.204878,0.191861
43,0.966916,0.492179,0.207925,0.19247
44,0.961513,0.492736,0.206316,0.19363
45,0.962348,0.489818,0.206247,0.192795
46,0.959722,0.486532,0.204965,0.193697
47,0.978318,0.504074,0.211337,0.193365
48,0.970012,0.494448,0.206066,0.193377
49,0.97464,0.49502,0.212671,0.192502
50,0.981407,0.50154,0.21265,0.193188
51,0.970253,0.48973,0.209828,0.192871
52,0.97874,0.497047,0.210284,0.191302
53,0.961252,0.479711,0.205133,0.193872
54,0.974854,0.493438,0.208841,0.191136
55,0.965628,0.483455,0.209619,0.192124
56,0.973311,0.489886,0.208735,0.19371
57,0.972434,0.491346,0.210043,0.191615
58,0.966459,0.488073,0.208196,0.191881
59,0.974694,0.497621,0.209486,0.192743
60,0.977357,0.494515,0.20738,0.193274
61,0.976848,0.495517,0.21107,0.194089
62,0.973503,0.493058,0.211146,0.197376
63,0.967314,0.488509,0.207636,0.193567
64,0.973388,0.492058,0.208174,0.194199
65,0.976059,0.492191,0.210081,0.1927
66,0.971919,0.487684,0.207985,0.192607
67,0.970695,0.488784,0.206931,0.194867
68,0.978972,0.495823,0.209967,0.193056
69,0.971326,0.485175,0.20509,0.192404
70,0.971703,0.493317,0.209672,0.192486
71,0.960045,0.482277,0.208682,0.191495
72,0.972616,0.499287,0.20932,0.192388
73,0.969467,0.490751,0.207892,0.192498
74,0.964602,0.488164,0.204755,0.192885
75,0.969122,0.49057,0.206114,0.189062
76,0.976341,0.499909,0.210534,0.189225
77,0.959709,0.487031,0.202435,0.192139
78,0.970247,0.496479,0.210717,0.196201
79,0.954483,0.480604,0.207656,0.19399
80,0.964399,0.494692,0.211025,0.193949
81,0.964399,0.494692,0.211025,0.193949
82,0.962362,0.486803,0.209393,0.19163
83,0.961888,0.489924,0.208033,0.190298
84,0.958509,0.485561,0.206362,0.189964
85,0.963337,0.491859,0.209072,0.191158
86,0.96851,0.496539,0.209633,0.193868
87,0.949577,0.480608,0.202957,0.192079
88,0.968309,0.501146,0.209743,0.195038
89,0.953136,0.483953,0.204493,0.194576
90,0.967633,0.495032,0.207364,0.193824
91,0.957815,0.487603,0.205259,0.193582
92,0.966112,0.493607,0.206988,0.189516
93,0.966112,0.493607,0.206988,0.189516
94,0.960301,0.486349,0.206877,0.190918
95,0.967306,0.495912,0.209261,0.190582
96,0.962927,0.491793,0.209086,0.191644
97,0.959437,0.489979,0.208771,0.192452
98,0.96126,0.491752,0.209047,0.191121
99,0.959342,0.488181,0.207436,0.192631
100,0.961394,0.4939,0.209207,0.193691
101,0.963782,0.495414,0.204412,0.19374
102,0.948621,0.480475,0.205267,0.192456
103,0.963627,0.494467,0.206368,0.190571
104,0.963627,0.494467,0.206368,0.190571
105,0.954565,0.485593,0.206403,0.191355
106,0.967178,0.495368,0.209193,0.191824
107,0.961975,0.486071,0.206156,0.19069
108,0.965089,0.49342,0.206769,0.189826
109,0.966096,0.497134,0.208125,0.192464
110,0.958046,0.486306,0.207693,0.187921
111,0.958007,0.488895,0.207017,0.192419
112,0.967727,0.496673,0.209267,0.194197
113,0.963811,0.491476,0.20668,0.195864
114,0.967971,0.49418,0.213281,0.190908
115,0.967724,0.497349,0.21054,0.192551
116,0.959053,0.494904,0.206702,0.194846
117,0.959526,0.491157,0.207651,0.190951
118,0.972856,0.503235,0.214511,0.190376
119,0.967832,0.499206,0.213039,0.194799
120,0.957631,0.485421,0.208222,0.19394
121,0.970965,0.503289,0.212193,0.193744
122,0.957734,0.484936,0.206333,0.189917
123,0.963473,0.491361,0.20745,0.190062
124,0.963707,0.489653,0.208599,0.193601
125,0.966738,0.494143,0.206365,0.19074
126,0.967086,0.494934,0.208327,0.192237
127,0.965314,0.492841,0.209558,0.193447
128,0.960469,0.48649,0.208629,0.193927
129,0.967903,0.497481,0.211727,0.193833
130,0.958216,0.484336,0.203861,0.190074
131,0.972351,0.499172,0.208881,0.191039
132,0.952249,0.484153,0.202025,0.191836
133,0.963522,0.494521,0.20675,0.193637
134,0.958687,0.494863,0.206107,0.193432
135,0.962747,0.492448,0.210014,0.191684
136,0.971188,0.500211,0.210869,0.194173
137,0.957704,0.487169,0.202654,0.193569
138,0.960489,0.490775,0.205509,0.192064
139,0.968718,0.495097,0.20885,0.18906
140,0.959412,0.48875,0.20632,0.189539
141,0.953906,0.483853,0.2057,0.189955
142,0.964034,0.49449,0.207076,0.193055
143,0.957783,0.488707,0.207706,0.192968
144,0.960946,0.487465,0.208366,0.191781
145,0.96392,0.493315,0.206788,0.19036
146,0.962534,0.493836,0.212578,0.192705
147,0.97447,0.499164,0.208788,0.190575
148,0.968197,0.4923,0.20713,0.19191
149,0.974057,0.498847,0.208427,0.191355
150,0.959858,0.485742,0.203194,0.189742
151,0.966886,0.494362,0.20809,0.192109
152,0.961731,0.48734,0.203744,0.192965
153,0.972338,0.500364,0.211655,0.192139
154,0.968105,0.492877,0.210605,0.19139
155,0.967778,0.49382,0.205266,0.191539
156,0.96806,0.496074,0.20754,0.192885
157,0.953492,0.486324,0.207024,0.194244
158,0.97779,0.503485,0.21155,0.191754
159,0.961149,0.48836,0.204481,0.192869
160,0.981292,0.502904,0.214142,0.189804
161,0.960115,0.486447,0.205184,0.189257
162,0.965215,0.490276,0.206395,0.187502
163,0.959488,0.481638,0.201802,0.188768
164,0.971578,0.49785,0.210327,0.193763
165,0.963932,0.487644,0.209546,0.193566
166,0.965538,0.491914,0.209838,0.192655
167,0.96515,0.494463,0.210065,0.188858
168,0.964014,0.492,0.206226,0.191651
169,0.958435,0.49062,0.207781,0.192992
170,0.960089,0.492189,0.206995,0.190417
171,0.955466,0.488546,0.205038,0.194962
172,0.964597,0.494139,0.208147,0.189174
173,0.959479,0.491947,0.209556,0.192964
174,0.965615,0.496435,0.207343,0.192294
175,0.960851,0.491215,0.207687,0.190068
176,0.96402,0.494066,0.208391,0.191597
177,0.965882,0.498184,0.211155,0.190334
178,0.957805,0.488874,0.209042,0.19218
179,0.95608,0.492199,0.21001,0.191893
180,0.966769,0.496648,0.21023,0.193397
181,0.962939,0.494862,0.205826,0.191835
182,0.957634,0.486434,0.20636,0.190253
183,0.962477,0.494782,0.207497,0.193358
184,0.967659,0.493443,0.207395,0.189375
185,0.967659,0.493443,0.207395,0.189375
186,0.970979,0.498784,0.209591,0.189508
187,0.957492,0.487956,0.203462,0.193359
188,0.963055,0.493207,0.208422,0.192999
189,0.963201,0.491781,0.20763,0.189814
190,0.960522,0.48898,0.208025,0.192894
191,0.961719,0.490136,0.207131,0.19388
192,0.963896,0.492845,0.211245,0.191661
193,0.962009,0.491882,0.207647,0.192143
194,0.961823,0.49045,0.207991,0.192059
195,0.965773,0.497211,0.20696,0.189022
196,0.959802,0.49113,0.202517,0.187413
197,0.962944,0.490271,0.207158,0.192681
198,0.959164,0.489513,0.207238,0.192118
199,0.965988,0.496557,0.206727,0.192919
200,0.957246,0.488792,0.204017,0.188729
201,0.958024,0.487773,0.203173,0.189793
202,0.96897,0.500417,0.208627,0.192908
203,0.951886,0.479431,0.203329,0.192676
204,0.97296,0.495651,0.212867,0.192103
205,0.956885,0.485094,0.205828,0.19267
206,0.968224,0.500439,0.209967,0.193499
207,0.966693,0.493851,0.207593,0.190212
208,0.949064,0.478113,0.200693,0.190725
209,0.970637,0.499284,0.211876,0.193875
210,0.953715,0.482234,0.204583,0.191024
211,0.969927,0.500631,0.212625,0.193038
212,0.954706,0.484681,0.203188,0.18987
213,0.972308,0.499213,0.209513,0.192456
214,0.961355,0.490658,0.207186,0.192164
215,0.967913,0.499799,0.211665,0.193031
216,0.958315,0.48563,0.207229,0.18991
217,0.968799,0.49922,0.209431,0.191583
218,0.968068,0.496595,0.209827,0.192885
219,0.96422,0.490795,0.209585,0.19195
220,0.961633,0.486993,0.208959,0.192343
221,0.960019,0.490972,0.20658,0.19691
222,0.956115,0.490835,0.207381,0.194074
223,0.957441,0.492801,0.205488,0.194553
224,0.963054,0.498471,0.208107,0.195165
225,0.952294,0.482946,0.204776,0.190531
226,0.965097,0.498588,0.207102,0.193685
227,0.965097,0.498588,0.207102,0.193685
228,0.962175,0.488909,0.207825,0.191464
229,0.970533,0.499606,0.208801,0.189355
230,0.952564,0.485415,0.204948,0.192631
231,0.969095,0.495443,0.208334,0.192379
232,0.968929,0.493479,0.211348,0.192038
233,0.956562,0.484122,0.20453,0.190667
234,0.974323,0.500235,0.20931,0.195945
235,0.959881,0.490004,0.210243,0.193121
236,0.967735,0.498158,0.209903,0.192861
237,0.956665,0.484611,0.206409,0.190912
238,0.968297,0.49934,0.209267,0.193805
239,0.968834,0.497142,0.207995,0.192082
240,0.971187,0.499299,0.211192,0.191897
241,0.971187,0.499299,0.211192,0.191897
242,0.959494,0.488901,0.206824,0.189996
243,0.96304,0.489212,0.207786,0.192707
244,0.963341,0.49186,0.207145,0.192798
245,0.957024,0.485772,0.204316,0.194214
246,0.964504,0.490993,0.207657,0.190624
247,0.966908,0.49562,0.207826,0.190152
248,0.965996,0.49606,0.205558,0.190503
249,0.96641,0.495926,0.208403,0.192853
250,0.958419,0.488908,0.204786,0.19362
251,0.968723,0.498402,0.207573,0.190891
252,0.959657,0.488853,0.20754,0.19337
253,0.964254,0.49154,0.205316,0.191963
254,0.968586,0.494799,0.209985,0.192256
255,0.965308,0.494714,0.208067,0.194376
256,0.959688,0.490521,0.206064,0.189108
257,0.958704,0.486517,0.204524,0.192197
258,0.965276,0.497207,0.207754,0.19325
259,0.966244,0.497567,0.209403,0.193068
260,0.953398,0.481695,0.206647,0.191153
261,0.965103,0.487017,0.207159,0.190382
262,0.9649,0.48781,0.207001,0.193315
263,0.962111,0.485853,0.207056,0.189164
264,0.966637,0.494342,0.209223,0.194806
265,0.967325,0.496049,0.20962,0.194537
266,0.964222,0.489258,0.205946,0.192793
267,0.971427,0.498081,0.212442,0.194178
268,0.962309,0.492296,0.206258,0.194381
269,0.96327,0.493292,0.206249,0.190984
270,0.966559,0.493897,0.207081,0.192778
271,0.960055,0.490317,0.203838,0.193423
272,0.960234,0.487367,0.206154,0.192156
273,0.956314,0.488248,0.205813,0.192789
274,0.972306,0.499406,0.210374,0.192304
275,0.95873,0.487666,0.204442,0.191144
276,0.968043,0.494842,0.205623,0.191373
277,0.959828,0.488602,0.20549,0.192311
278,0.958944,0.487158,0.203706,0.191878
279,0.975796,0.49914,0.208538,0.190522
280,0.968653,0.495385,0.208071,0.191865
281,0.968008,0.494545,0.206266,0.19369
282,0.968216,0.499032,0.208858,0.194639
283,0.968216,0.499032,0.208858,0.194639
284,0.959095,0.488058,0.206074,0.190979
285,0.972941,0.500875,0.210373,0.192254
286,0.972596,0.497866,0.209666,0.194441
287,0.950379,0.484374,0.200148,0.195136
288,0.975335,0.505596,0.210298,0.195755
289,0.975335,0.505596,0.210298,0.195755
290,0.954577,0.481763,0.205864,0.192562
291,0.970573,0.501616,0.211374,0.191868
292,0.96507,0.493617,0.209131,0.190231
293,0.965974,0.493955,0.212204,0.191797
294,0.964772,0.495619,0.206246,0.192325
295,0.961435,0.494442,0.208649,0.191478
296,0.956115,0.488578,0.207306,0.192429
297,0.965903,0.497556,0.213267,0.192701
298,0.957501,0.48908,0.206483,0.192808
299,0.970903,0.49974,0.210824,0.192312
300,0.962975,0.48883,0.20806,0.190907
301,0.963843,0.493565,0.213222,0.191972
302,0.965341,0.497127,0.209469,0.190603
303,0.959547,0.487093,0.204516,0.189301
304,0.969075,0.499171,0.210064,0.19339
305,0.957244,0.486091,0.203125,0.193916
306,0.963684,0.492613,0.206503,0.192778
307,0.96748,0.496577,0.208569,0.193202
308,0.969027,0.503057,0.208287,0.194747
309,0.954407,0.485137,0.203758,0.193463
310,0.957674,0.488468,0.209564,0.192554
311,0.957698,0.486164,0.208879,0.191149
312,0.968475,0.496765,0.208238,0.191563
313,0.955969,0.483574,0.204591,0.192136
314,0.973897,0.502408,0.213054,0.19384
315,0.957326,0.486082,0.204041,0.194572
316,0.957326,0.486082,0.204041,0.194572
317,0.958849,0.491124,0.207703,0.197681
318,0.962617,0.495211,0.210101,0.19507
319,0.962617,0.495211,0.210101,0.19507
320,0.962167,0.491313,0.210813,0.194941
321,0.963022,0.488301,0.205421,0.191643
322,0.961785,0.489814,0.206697,0.194283
323,0.964396,0.488707,0.205233,0.193734
324,0.96516,0.49393,0.212932,0.193822
325,0.964161,0.494064,0.208873,0.1996
326,0.964161,0.494064,0.208873,0.1996
327,0.962502,0.490562,0.206155,0.194792
328,0.975683,0.505863,0.213308,0.190372
329,0.954669,0.48434,0.205592,0.192422
330,0.964915,0.496741,0.208941,0.192869
331,0.957137,0.485933,0.207201,0.193616
332,0.96541,0.494671,0.208208,0.189745
333,0.960829,0.492115,0.2089,0.191023
334,0.958278,0.489807,0.208972,0.190863
335,0.967719,0.496439,0.210835,0.190302
336,0.958636,0.485834,0.205992,0.192514
337,0.970833,0.5023,0.208459,0.193388
338,0.970833,0.5023,0.208459,0.193388
339,0.967698,0.497482,0.206747,0.192429
340,0.957935,0.489778,0.204895,0.191354
341,0.964872,0.495176,0.207468,0.193275
342,0.954737,0.485569,0.208194,0.190511
343,0.967932,0.49866,0.207229,0.19204
344,0.959551,0.488433,0.205989,0.191182
345,0.966703,0.499339,0.210836,0.190685
346,0.961328,0.490869,0.20399,0.193501
347,0.961512,0.493349,0.206814,0.192653
348,0.965701,0.493506,0.206707,0.191139
349,0.960375,0.488989,0.209861,0.192615
350,0.961913,0.491296,0.209743,0.19152
351,0.961127,0.488287,0.207989,0.191236
352,0.955729,0.48866,0.203974,0.192702
353,0.965225,0.494415,0.207976,0.191708
354,0.958154,0.485859,0.201877,0.191112
355,0.968205,0.491272,0.208698,0.19231
356,0.970149,0.499753,0.211911,0.190568
357,0.960291,0.487732,0.208088,0.190598
358,0.960429,0.490573,0.206959,0.191319
359,0.961876,0.492079,0.209861,0.189895
360,0.963632,0.493848,0.207121,0.192771
361,0.9639,0.49227,0.207094,0.196412
362,0.96532,0.499647,0.208685,0.191848
363,0.960429,0.494139,0.204472,0.190445
364,0.970164,0.501024,0.205587,0.188299
365,0.959384,0.489974,0.204839,0.190771
366,0.973825,0.500575,0.212868,0.189703
367,0.963503,0.492991,0.20873,0.193411
368,0.953716,0.483454,0.205841,0.191621
369,0.960515,0.494515,0.208374,0.194546
370,0.96193,0.495533,0.207853,0.194592
371,0.947833,0.476542,0.200717,0.19085
372,0.972885,0.501635,0.20963,0.194334
373,0.957711,0.486794,0.207401,0.191763
374,0.962849,0.494298,0.207705,0.192297
375,0.964574,0.492972,0.209339,0.190714
376,0.964574,0.492972,0.209339,0.190714
377,0.958631,0.487201,0.203646,0.191994
378,0.966458,0.494212,0.208234,0.193013
379,0.962762,0.492228,0.20645,0.191217
380,0.967211,0.494525,0.20681,0.193402
381,0.956831,0.485623,0.206772,0.195868
382,0.967799,0.496714,0.211623,0.192977
383,0.957008,0.484587,0.207533,0.194137
384,0.962667,0.494396,0.208247,0.192769
385,0.947258,0.478043,0.206522,0.192106
386,0.971052,0.502151,0.213554,0.195207
387,0.964874,0.493594,0.2106,0.192308
388,0.966741,0.497811,0.211617,0.194136
389,0.960549,0.486217,0.206646,0.193089
390,0.960549,0.486217,0.206646,0.193089
391,0.970316,0.498142,0.208913,0.193642
392,0.961044,0.491455,0.210454,0.19379
393,0.968005,0.496869,0.212443,0.19188
394,0.964236,0.491724,0.208663,0.192153
395,0.962174,0.49342,0.207954,0.193258
396,0.962045,0.488784,0.208138,0.188952
397,0.975653,0.500214,0.210249,0.19047
398,0.963218,0.490117,0.206203,0.192124
399,0.97231,0.496127,0.210876,0.19099
400,0.972391,0.493085,0.207342,0.192362
401,0.974986,0.492205,0.208395,0.18995
402,0.967392,0.489768,0.208582,0.191255
403,0.962703,0.487381,0.207554,0.190902
404,0.964052,0.486617,0.206846,0.194327
405,0.961024,0.488592,0.203123,0.191174
406,0.964985,0.49242,0.207353,0.190942
407,0.963298,0.487847,0.20806,0.190603
408,0.97449,0.501174,0.210919,0.19345
409,0.960698,0.486757,0.205979,0.192226
410,0.969745,0.494719,0.208174,0.191
411,0.964358,0.489957,0.205239,0.191742
412,0.975385,0.500928,0.211935,0.194939
413,0.966668,0.495043,0.207723,0.195194
414,0.97465,0.494744,0.211649,0.193495
415,0.963683,0.488474,0.208446,0.192487
416,0.959826,0.487467,0.208304,0.192157
417,0.970613,0.497103,0.209943,0.194231
418,0.96024,0.490311,0.208412,0.192345
419,0.963524,0.492399,0.209631,0.193096
420,0.961005,0.494163,0.208932,0.197271
421,0.96269,0.490103,0.209521,0.194519
422,0.959727,0.48592,0.207913,0.194545
423,0.969921,0.498579,0.210973,0.193219
424,0.969921,0.498579,0.210973,0.193219
425,0.95736,0.485842,0.208726,0.190822
426,0.961191,0.490167,0.207277,0.192803
427,0.969229,0.4952,0.208389,0.189655
428,0.966125,0.494014,0.208699,0.190088
429,0.970624,0.50084,0.214036,0.194758
430,0.960555,0.488,0.207261,0.191719
431,0.968588,0.496294,0.207821,0.191707
432,0.968314,0.497369,0.209944,0.194639
433,0.96087,0.485967,0.203014,0.19176
434,0.963439,0.495003,0.208962,0.193162
435,0.952733,0.483964,0.20519,0.191355
436,0.96115,0.493984,0.208785,0.195028
437,0.956667,0.487127,0.207792,0.191791
438,0.967622,0.494874,0.214394,0.192368
439,0.950155,0.480195,0.206287,0.19089
440,0.965193,0.495167,0.212963,0.192839
441,0.95938,0.491518,0.207729,0.192672
442,0.961938,0.497754,0.212082,0.195438
443,0.961938,0.497754,0.212082,0.195438
444,0.961938,0.497754,0.212082,0.195438
445,0.955491,0.485763,0.204583,0.192421
446,0.960967,0.489387,0.208044,0.190304
447,0.965394,0.490435,0.208898,0.191114
448,0.968859,0.495972,0.20908,0.191572
449,0.960363,0.490869,0.203807,0.191275
450,0.962524,0.493364,0.207386,0.191271
451,0.969629,0.504862,0.210617,0.19392
452,0.953952,0.485962,0.20589,0.192751
453,0.967551,0.496279,0.208679,0.192301
454,0.956022,0.486589,0.206645,0.196367
455,0.966714,0.493979,0.208213,0.191744
456,0.956553,0.485509,0.207002,0.191147
457,0.956553,0.485509,0.207002,0.191147
458,0.959853,0.492829,0.210054,0.192647
459,0.956681,0.483943,0.208476,0.188834
460,0.96882,0.497944,0.211657,0.191136
461,0.964564,0.491141,0.210627,0.190412
462,0.971141,0.500891,0.208144,0.192438
463,0.954148,0.479846,0.202602,0.189435
464,0.966026,0.494396,0.210696,0.193652
465,0.975346,0.503655,0.210192,0.195523
466,0.961237,0.483947,0.204556,0.193608
467,0.967115,0.495235,0.20703,0.195061
468,0.969765,0.491511,0.205929,0.191102
469,0.968037,0.49327,0.20759,0.192222
470,0.96595,0.500315,0.21159,0.194839
471,0.966037,0.49336,0.208978,0.191973
472,0.962784,0.49198,0.211922,0.194461
473,0.966372,0.495788,0.21142,0.191791
474,0.971171,0.4996,0.210339,0.192785
475,0.96269,0.488337,0.206983,0.190424
476,0.964547,0.491338,0.207787,0.191009
477,0.956557,0.486426,0.204,0.19143
478,0.968218,0.498993,0.208651,0.19104
479,0.952083,0.483067,0.201594,0.192417
480,0.957722,0.489444,0.204556,0.19308
481,0.957722,0.489444,0.204556,0.19308
482,0.955715,0.48927,0.203651,0.192519
483,0.956959,0.488625,0.206782,0.193231
484,0.964782,0.497079,0.209148,0.193072
485,0.959968,0.492167,0.206527,0.192459
486,0.96558,0.49491,0.207082,0.192718
487,0.961787,0.490909,0.205776,0.193586
488,0.962624,0.494907,0.20943,0.193447
489,0.956045,0.486254,0.204379,0.192512
490,0.967018,0.496679,0.210276,0.190338
491,0.966183,0.498044,0.207039,0.193775
492,0.960299,0.487671,0.207325,0.195117
493,0.961626,0.488859,0.210423,0.192566
494,0.960633,0.48984,0.207838,0.194506
495,0.969744,0.495642,0.212381,0.194255
496,0.966903,0.49599,0.211657,0.192401
497,0.95359,0.482611,0.20576,0.189595
498,0.965426,0.496063,0.208002,0.189728
499,0.952681,0.487,0.205504,0.191631
500,0.96685,0.497556,0.211897,0.193348
501,0.963679,0.494199,0.209219,0.193778
502,0.967785,0.498224,0.209473,0.192953
503,0.964625,0.494045,0.205659,0.192646
504,0.961443,0.492472,0.207294,0.192436
505,0.960729,0.489602,0.208325,0.191168
506,0.963057,0.489506,0.209035,0.189628
507,0.958555,0.487259,0.204481,0.193409
508,0.973998,0.499652,0.212157,0.193639
509,0.961413,0.490415,0.206334,0.190466
510,0.96466,0.493144,0.207471,0.192659
511,0.957559,0.489428,0.20825,0.194418
512,0.95614,0.489731,0.206791,0.194311
513,0.960483,0.492055,0.208592,0.188661
514,0.958807,0.492169,0.208246,0.191271
515,0.966613,0.497404,0.210389,0.189533
516,0.961031,0.493087,0.210329,0.19131
517,0.964418,0.499448,0.209194,0.191982
518,0.959323,0.494278,0.206499,0.193577
519,0.967563,0.49613,0.211287,0.193141
520,0.968026,0.492576,0.210089,0.192721
521,0.960305,0.486785,0.207798,0.193629
522,0.965857,0.492398,0.20597,0.190718
523,0.965857,0.492398,0.20597,0.190718
524,0.965857,0.492398,0.20597,0.190718
525,0.970639,0.4979,0.209308,0.192947
526,0.965189,0.496357,0.20719,0.191337
527,0.966535,0.495904,0.20411,0.192332
528,0.96831,0.497872,0.204245,0.192689
529,0.961253,0.492203,0.205671,0.194151
530,0.963419,0.492779,0.205656,0.192365
531,0.963017,0.496979,0.206663,0.192786
532,0.964619,0.493185,0.204253,0.191966
533,0.970401,0.497405,0.209284,0.191097
534,0.957943,0.4883,0.205116,0.194006
535,0.963709,0.490133,0.209561,0.190912
536,0.949575,0.479697,0.204133,0.191449
537,0.964958,0.497711,0.212142,0.193525
538,0.956697,0.486035,0.20509,0.19087
539,0.970316,0.499848,0.212241,0.19109
540,0.955037,0.486585,0.206047,0.18996
541,0.964823,0.496786,0.209189,0.192498
542,0.966523,0.493983,0.20793,0.189155
543,0.963013,0.493817,0.210953,0.193389
544,0.967717,0.493944,0.210839,0.190249
545,0.96629,0.496378,0.209947,0.190984
546,0.955243,0.483155,0.203007,0.189693
547,0.966569,0.497857,0.210391,0.19339
548,0.961195,0.488922,0.209428,0.195102
549,0.970236,0.493636,0.208514,0.192153
550,0.973546,0.497739,0.209043,0.194981
551,0.9701,0.491749,0.205147,0.19135
552,0.963639,0.492827,0.208058,0.190976
553,0.967687,0.491463,0.20892,0.191198
554,0.970029,0.492906,0.20885,0.189277
